,liwc_Posemo,liwc_Negemo,liwc_Anx,liwc_Anger,liwc_Sad,liwc_Swear,liwc_Tentat,liwc_Certain,empath_swearing_terms,empath_science,empath_negative_emotion,empath_positive_emotion,date,time_delta,party,year,month
0,-2.9846789740407638,3.193822461187622,2.150047099095599,2.4099758473178046,1.9632182630228823,3.0268708890233333,-1.093023049858198,-1.2509082155694922,3.2721322625931717,-1.5782823249724602,1.2611469472154815,-1.070089421182368,2008-09-15,0,1,2008,9
1,-1.151019956973385,4.461970042090248,3.5172468584942567,4.116478958130341,2.585566475591265,4.2104108841658405,-2.220475262353802,-2.027612394665972,4.304857529629467,-2.614699560935999,1.1609767383412426,-1.0753231543963315,2008-09-15,0,0,2008,9
2,-2.443186644348418,2.428944433462318,3.759803204364695,1.929645165764717,0.8038496495448736,2.7588747518557946,-0.8041432421815712,-1.169963494964318,2.8240919756017604,-2.045584318060228,1.8421893123570339,-0.8022109435444092,2008-10-15,1,1,2008,10
3,-1.0673313074126036,4.364885132660816,4.764978001525633,3.686622320508877,0.8228589490612624,3.840552216989801,-0.35579251886008356,-2.053598989886527,4.146991017268232,-3.0541205476190645,2.5340946532847295,-1.3737437212864287,2008-10-15,1,0,2008,10
4,0.862272051229884,-0.6046348034706559,0.7788207112095893,-0.7145946721108992,-0.41294081864950677,2.2794930840101624,0.72024861898209,-1.2984278692482385,1.751498298450542,-3.2315814174034028,-0.09709737522831528,1.4961477016006768,2008-11-15,2,1,2008,11
5,1.370422167429974,1.4243519215242908,1.0143596444478835,0.7756507946307454,3.4481006234178015,3.8920942959770204,1.116404137473001,-0.8496237688997681,2.4027177759732057,-3.099231105955013,1.2563490362199772,0.6732854506403799,2008-11-15,2,0,2008,11
6,-1.0739795689981702,0.35763722258665503,0.5328907318658626,-1.3078383956302282,1.9965267111136715,1.3430703198087028,2.159757045679276,0.7997822346916098,1.0149811882041637,-1.1548145093547812,-0.16085025278638987,-0.7313727227082384,2008-12-15,3,1,2008,12
7,0.06752099915176499,2.6044612950372903,1.864289610489255,1.5523958946908485,2.820068796468103,1.8765009652439621,1.9825104707773555,-0.259543152852767,2.1089199149379385,-2.6486557917724904,0.4596122347348855,-0.3868100149279461,2008-12-15,3,0,2008,12
8,0.8996025067430315,-1.1953482435595852,0.4440419678516969,-1.7522530882302212,-0.9933868144883802,-0.06520572065796792,0.5656211347485666,0.5622955213046598,0.12463353406930924,-2.9028615647517193,-1.0386096233194146,1.9288150520425595,2009-01-15,4,1,2009,1
9,0.8624947963230094,1.4531822525268525,1.5031128670247291,0.2250363152331401,1.7592146510371978,1.5329617525005605,1.692988149573914,0.2740093678382588,1.6632037924004066,-2.570826510723391,0.06845649864835675,1.0266417620150778,2009-01-15,4,0,2009,1
10,-0.14920271113933622,2.987483446825942,1.2735131113462699,2.2781250760469844,1.3685301189965222,4.57442355638149,1.608260856913156,-1.002742078238972,4.623176982883207,-1.924870680710958,1.775915676969537,-0.6936385139550639,2009-02-15,5,0,2009,2
11,-1.3820777049158883,1.141265575385961,0.8854712734909398,0.05061423199250944,0.6261676658292761,2.486819178708613,0.4778588391248782,-0.4821312495204882,2.3927762935210075,-1.3229496503133436,0.28458908314265463,-0.36233361139101783,2009-02-15,5,1,2009,2
12,-1.2945711449574009,2.390867659505177,1.240115458258178,2.0588691874763203,1.3198185839092624,3.351073596015948,1.9477123118873512,-1.6847294146540277,3.4899110837173755,-0.260932538162498,1.8375363968631406,-0.9514681881463295,2009-03-15,6,0,2009,3
13,-0.9567489879363672,1.0816384771379943,0.6358833273302096,0.3414151341795356,0.9528074850074685,1.2539368916555667,-0.11314781115206006,-0.3766268754617863,1.3025078358243836,1.3321453154526521,0.4723311697006044,-1.2725290751436023,2009-03-15,6,1,2009,3
14,-1.287685653779792,1.7666016323975124,1.312229309499056,1.3664052987660267,1.1428769350780479,1.6684415235366907,1.4318225878686024,-1.9540636949313732,1.7728340773897893,-1.1709404870869324,0.9264548404129924,-1.229830614111405,2009-04-15,7,0,2009,4
15,-0.8942802589270535,1.2517115312639846,1.558738362852797,0.7984207606697854,0.49365294694662204,0.3205781431658222,-0.6277495252452092,-0.5772574344376163,0.4117297591878101,0.07517840844444551,-0.09150821575032672,-0.7954526105990515,2009-04-15,7,1,2009,4
16,0.0969716532717384,0.19262953696077756,1.5466485983154397,0.07076723183348427,-1.4954066158991615,0.21593238303095597,1.551189246947544,0.04242707067366433,-0.19233277113883393,-0.48468173097620665,-0.4510986828407157,0.2937845420686204,2009-05-15,8,1,2009,5
17,0.27296263967550577,1.3483944806615822,1.689858892900697,0.7554280118500895,0.3895017413975687,0.7753880945812754,3.4907696883273087,-0.3597411547715965,0.4028114407094164,-1.8289901937119346,0.8630987995012244,-0.11523644633857978,2009-05-15,8,0,2009,5
18,-0.891553720945597,0.5302738228418841,0.3752601763218958,-0.5264643592291322,2.6782068135769688,1.2402340234877174,2.428496381961758,-0.025373922983361656,0.5406766296375449,-0.9116869355476629,0.9346826941507573,0.822658547259818,2009-06-15,9,0,2009,6
19,-1.4419332386913009,0.10774275302276776,0.9863144558519812,-0.4714722325205582,-0.2319341071034809,-0.30086354652160396,-0.31801502600028003,-0.5615034734451838,-0.5970660614651464,0.0486823695443432,0.4239791614509684,0.7962267387253068,2009-06-15,9,1,2009,6
20,-1.3179802998500896,1.4474170207284922,0.8415743282775333,0.7837937767928373,1.3560449459952886,1.2833962895997932,1.7040868062548653,0.1131319477399984,1.2077353806282316,-0.2607031268860439,1.2973428109428846,0.6848187639786115,2009-07-15,10,0,2009,7
