,liwc_Posemo,liwc_Negemo,liwc_Anx,liwc_Anger,liwc_Sad,liwc_Swear,liwc_Tentat,liwc_Certain,empath_swearing_terms,empath_science,empath_negative_emotion,empath_positive_emotion,date,time_delta,gender,party,governing_party,congress_member,year,month
0,-5.10508318529,0.6353812805276553,2.316637940175767,-2.3647048273484623,15.065393305495514,-2.088049757371963,-12.972862057825816,1.780935294222191,-2.7970498772096626,-2.328914964707139,-0.7529690762856717,-3.5050081915640106,2008-09-15,0,1,1,0,1,2008,9
1,-1.7737726072598885,2.9312037332057175,2.742098422095541,1.601677116284628,3.5701628360217454,2.0201342967996805,-1.12527980031379,-5.4118184837226,4.300083953256957,4.485751060451653,1.1942230403925767,-1.0722372571225158,2008-09-15,0,0,1,0,1,2008,9
2,1.059359890262968,4.588121947573153,9.54836718918178,7.519546417776087,-11.692840948612616,-0.6547066060299825,-2.690919659992113,-8.615915965438784,-2.3990462474576684,-5.168249981792403,3.814103485791338,-0.7832055941676695,2008-09-15,0,1,0,1,1,2008,9
3,-1.6936317390971694,0.023910791480899567,-0.09524593473821578,-1.0274894055956905,-0.3123978472317425,2.3798431766324346,0.8351480259804651,-1.5411650773384817,1.4069974870173434,-0.20075968455705961,0.2600909878895152,-0.16592707114826014,2008-09-15,0,0,0,1,0,2008,9
4,-1.3290060731967794,-0.49819334776820867,1.9825862956557656,-3.9116321301352537,5.371161530122662,-1.0376524566198682,2.2434819664292918,2.7472780017906646,-1.7976282974540143,5.190738403462809,1.4412095272610783,2.526030497428603,2008-09-15,0,1,1,0,0,2008,9
5,-3.6957224997693845,2.367893521417306,6.899093565994652,-0.7431518588720801,5.181645715732072,1.8718155073546154,-0.9878086773338147,0.13138098857800704,1.4288750884943808,-1.257378367304474,2.040486120932434,-0.21090403180509404,2008-09-15,0,0,0,1,1,2008,9
6,-0.9473101262183549,1.043762615137265,1.6451358466042614,0.07270264149454767,1.5697646084251067,3.5075612404585494,1.5484261284830467,1.72836282129057,2.582521651337401,2.078980675580503,1.4617613805169458,-0.7833650821375209,2008-09-15,0,0,1,0,0,2008,9
7,5.207455495631928,-5.124727023532352,-4.804393490486641,-4.866597623550481,-6.286726709503014,-0.39486527759297785,-3.652823523036566,2.16718600295944,-1.7652277440929538,-2.7127747443263615,-0.7251191292394499,0.8362644570183132,2008-09-15,0,1,0,1,0,2008,9
8,-2.1327522815780093,3.1443289332684214,5.867086227493984,-0.18391186081827074,4.549052075127419,2.0732352268931,0.0363987143302273,-0.9890909526835356,3.499413104025639,-3.241257414872198,2.955046661398094,-1.2383790708124958,2008-10-15,1,0,0,1,1,2008,10
9,-4.156918290382526,1.1828281887294967,2.01869953291264,1.2857327280231465,-0.7238949548665591,-1.8586262301836378,-4.190864300372374,10.351258428363593,-1.6344290288951977,0.44111548596819866,1.7694079331640908,-2.7096654112963647,2008-10-15,1,1,1,0,1,2008,10
10,-3.6067045387869636,0.9531108563773826,2.615056152597578,-0.3145133563234967,-0.9708001509893095,-0.33979979282513373,-3.5720335031378365,-6.760707502027974,-0.722154861704065,2.6310602428922745,1.8114742201401615,-3.533085857234918,2008-10-15,1,0,1,0,1,2008,10
11,-8.984351864667527,7.891996985556159,-4.10309991526976,3.9772064164080434,34.08593394569545,-1.3333047106917404,-5.235263731506128,-9.397716391007854,2.8679656931807975,-2.7457421583328827,5.516010346088012,1.3622706389488266,2008-10-15,1,1,0,1,1,2008,10
