,qid,gender,party,congress,numQuotes
0,Q76,[0],[1],[1],1499080
1,Q22686,[0],[0],[0],762822
2,Q4496,[0],[0],[1],281774
3,Q6294,[1],[1],[1],230306
4,Q207,[0],[0],[0],200013
5,Q10390,[0],[0],[1],160805
6,Q6279,[0],[1],[1],127182
7,Q43144,[1],[0],[0],125980
8,Q170581,[1],[1],[1],101583
9,Q359442,[0],[1],[1],96701
10,Q63879,[0],[0],[0],96361
11,Q22316,[0],[1],[1],93036
12,Q203966,[0],[0],[1],92407
13,Q215057,[0],[0],[0],89975
14,Q23505,[0],[0],[1],88859
15,Q11673,[0],[1],[0],88433
16,Q1124,[0],[1],[0],88173
17,Q182788,[0],[0],[1],86670
18,Q355522,[0],[0],[1],82061
19,Q11702,[0],[0],[1],80793
20,Q380900,[0],[1],[1],75358
21,Q314459,[0],[1],[1],73980
22,Q324546,[0],[0],[1],70349
23,Q434706,[1],[1],[1],67699
24,Q22212,[0],[0],[1],66895
25,Q439729,[0],[0],[1],65523
26,Q13133,[1],[1],[0],65410
27,Q2036942,[0],[0],[1],64380
28,Q607,[0],[1],[0],64366
29,Q553254,[0],[0],[0],64326
30,Q15257,[0],[0],[1],59029
31,Q155985,[0],[0],[1],58690
32,Q24313,[0],[0],[1],58639
33,Q152451,[0],[1],[0],58370
34,Q463557,[0],[0],[1],55335
35,Q7613977,[0],[0],[0],53157
36,Q201795,[0],[0],[0],51502
37,Q4911497,[0],[1],[0],50874
38,Q5105666,[0],[0],[0],50566
39,Q5112603,[0],[0],[0],50561
40,Q5105999,[0],[0],[0],50519
41,Q310618,[0],[0],[0],49568
42,Q473239,[0],[0],[1],46208
43,Q298443,[0],[1],[1],46102
44,Q16885757,[0],[0],[0],45715
45,Q6848854,[0],[1],[0],44837
46,Q69319,[0],[0],[1],43509
47,Q312644,[0],[1],[0],41685
48,Q155125,[0],[0],[1],41484
49,Q11668,[1],[0],[0],41042
50,Q358443,[0],[0],[1],39615
51,Q2685,[0],[0],[0],39462
52,Q28836957,[0],[0],[0],39179
53,Q27986907,[1],[0],[0],38087
54,Q887111,[0],[0],[0],37031
55,Q160582,[1],[0],[1],36763
56,Q460291,[0],[1],[0],36551
57,Q608533,[0],[1],[0],36191
58,Q212979,[0],[0],[0],35909
59,Q221997,[0],[0],[0],32918
60,Q491019,[0],[0],[0],32202
61,Q212648,[0],[0],[0],30870
62,Q350843,[0],[1],[1],30122
63,Q1135767,[0],[1],[1],29960
64,Q5605224,[0],[0],[0],29858
65,Q529294,[0],[0],[1],29779
66,Q167607,[0],[0],[0],29593
67,Q434804,[0],[1],[1],29423
68,Q2023708,[0],[1],[1],29141
69,Q295492,[0],[0],[1],28916
70,Q23685,[0],[1],[0],28699
71,Q230733,[1],[1],[1],28663
72,Q11100,[0],[1],[0],28396
73,Q513091,[0],[1],[1],27852
74,Q953554,[0],[0],[1],27814
75,Q244631,[0],[1],[1],27416
76,Q158813,[0],[0],[0],27142
77,Q719568,[0],[0],[1],26985
78,Q331719,[0],[0],[1],26547
79,Q10853588,[1],[1],[1],26509
80,Q935136,[0],[1],[0],26498
81,Q627098,[0],[0],[1],26398
82,Q19673,[0],[1],[1],26263
83,Q7173106,[0],[1],[0],26154
84,Q381670,[0],[0],[1],25588
85,Q5076629,[0],[0],[0],25488
86,Q538868,[0],[1],[1],25481
87,Q11963798,[0],[1],[0],25434
88,Q981167,[0],[0],[1],25388
89,Q461391,[0],[1],[0],25336
90,Q160181,[0],[0],[0],25259
91,Q48259,[0],[0],[1],25160
92,Q816459,[0],[0],[0],25041
93,Q970272,[0],[0],[1],24932
94,Q22279,[1],[0],[1],24884
95,Q5229690,[0],[1],[0],24781
96,Q381880,[0],[1],[1],24717
97,Q331401,[0],[0],[0],24688
98,Q749710,[0],[0],[1],24666
99,Q359888,[0],[1],[1],24576
100,Q11153,[0],[0],[0],24364
101,Q6244736,[0],[0],[0],24278
102,Q45380,[0],[1],[1],24225
103,Q6244764,[0],[0],[0],24209
104,Q22222,[1],[1],[1],23926
105,Q6386365,[1],[0],[0],23831
106,Q349922,[0],[1],[0],23752
107,Q22237,[1],[1],[1],23672
108,Q381157,[0],[0],[1],23665
109,Q1077594,[0],[1],[1],23619
110,Q5107040,[0],[0],[0],23516
111,Q7151611,[0],[1],[0],23450
112,Q27829251,[0],[0],[0],23284
113,Q311269,[0],[0],[0],23149
114,Q37084447,[0],[0],[0],22887
115,Q7613031,[0],[0],[0],22887
116,Q5107020,[0],[1],[0],22868
117,Q529344,[0],[1],[1],22777
118,Q456924,[0],[0],[0],22654
119,Q881171,[0],[0],[0],22602
120,Q358437,[0],[1],[1],22490
121,Q862186,[0],[0],[0],22342
122,Q6232322,[0],[0],[0],22175
123,Q20022484,[0],[0],[0],22095
124,Q11107,[1],[1],[0],21991
125,Q27677,[1],[1],[0],21954
126,Q319084,[0],[1],[1],21798
127,Q20710880,[0],[0],[0],21570
128,Q766866,[0],[0],[1],21472
129,Q229032,[1],[1],[0],21470
130,Q6396888,[0],[1],[0],21457
131,Q6396889,[0],[1],[0],21457
132,Q537287,[0],[1],[1],21447
133,Q888132,[0],[1],[1],21329
134,Q353826,[0],[1],[0],21318
135,Q59315,[0],[1],[1],21312
136,Q984010,[0],[1],[1],21224
137,Q497271,[0],[0],[1],21180
138,Q862215,[0],[0],[1],21169
139,Q351330,[0],[0],[0],21130
140,Q22260,[1],[1],[1],21120
141,Q430518,[0],[1],[1],21071
142,Q16104403,[0],[0],[0],21035
143,Q5235693,[0],[0],[0],20946
144,Q5235694,[0],[0],[0],20946
145,Q19667639,[0],[0],[0],20543
146,Q11674,[0],[1],[0],20514
147,Q4679802,[0],[1],[0],20462
148,Q350916,[0],[1],[1],20462
149,Q6769774,[0],[1],[0],20379
150,Q151891,[0],[1],[1],20331
151,Q6250211,[0],[0],[1],20011
152,Q16185473,[0],[0],[0],19986
153,Q28870727,[0],[0],[0],19962
154,Q1280288,[0],[0],[1],19933
155,Q6242847,[0],[0],[0],19670
156,Q1166592,[0],[0],[1],19437
157,Q6834862,[0],[1],[0],19240
158,Q16189328,[0],[0],[0],19196
159,Q28055509,[0],[0],[0],19196
160,Q28314503,[0],[0],[0],19196
161,Q120260,[0],[1],[0],19166
162,Q453893,[0],[1],[1],19091
163,Q6258298,[0],[0],[0],18833
164,Q310586,[0],[1],[0],18829
165,Q7612951,[0],[0],[0],18777
166,Q55223040,[1],[1],[1],18744
167,Q1100710,[0],[1],[1],18742
168,Q263725,[1],[1],[0],18651
169,Q16149461,[0],[0],[0],18608
170,Q239411,[1],[0],[0],18588
171,Q1680235,[0],[0],[1],18527
172,Q203286,[0],[1],[0],18495
173,Q6138975,[0],[1],[0],18487
174,Q881196,[0],[0],[0],18473
175,Q532220,[0],[1],[0],18404
176,Q7151930,[0],[0],[0],18392
177,Q7151928,[0],[0],[0],18392
178,Q22360,[1],[0],[1],18374
179,Q380433,[0],[1],[0],18005
180,Q516515,[0],[1],[1],17978
181,Q39609,[0],[0],[0],17912
182,Q562174,[0],[1],[0],17721
183,Q6174997,[0],[1],[0],17555
184,Q419976,[0],[0],[1],17465
185,Q6175002,[0],[1],[0],17440
186,Q6174995,[0],[0],[0],17341
187,Q15498191,[0],[1],[0],17341
188,Q352123,[0],[0],[0],17242
189,Q1174175,[0],[0],[1],17217
190,Q6248778,[0],[1],[0],17118
191,Q15972549,[0],[0],[0],17081
192,Q1701577,[0],[0],[1],17004
193,Q16885742,[0],[0],[0],16990
194,Q5606263,[0],[0],[0],16990
195,Q929581,[0],[0],[1],16989
196,Q18352854,[0],[0],[0],16851
197,Q11669,[0],[0],[1],16851
198,Q519838,[0],[1],[0],16826
199,Q1235731,[0],[0],[1],16811
200,Q27831017,[0],[0],[0],16803
201,Q5106218,[0],[0],[1],16803
202,Q17400794,[0],[0],[0],16786
203,Q193703,[1],[1],[1],16785
204,Q708125,[0],[1],[0],16660
205,Q1357640,[0],[0],[0],16643
206,Q926069,[0],[0],[1],16566
207,Q317618,[0],[0],[1],16444
208,Q50612,[1],[1],[0],16379
209,Q467891,[0],[0],[1],16360
210,Q217314,[0],[1],[1],16355
211,Q16192689,[0],[1],[0],16347
212,Q16146870,[0],[0],[0],16344
213,Q1363468,[0],[0],[1],16213
214,Q55174,[1],[0],[0],16080
215,Q557810,[0],[1],[1],15969
216,Q16885910,[0],[1],[0],15847
217,Q260042,[0],[1],[0],15843
218,Q12885333,[0],[1],[0],15842
219,Q462981,[0],[0],[1],15732
220,Q5386557,[0],[1],[0],15617
221,Q179732,[0],[0],[1],15530
222,Q1790063,[0],[0],[1],15467
223,Q24248265,[0],[0],[0],15451
224,Q6174508,[0],[0],[0],15435
225,Q970478,[0],[0],[1],15435
226,Q3518911,[0],[1],[0],15417
227,Q1282411,[0],[1],[1],15375
228,Q19880665,[0],[0],[1],15339
229,Q470748,[0],[1],[1],15329
230,Q16106677,[0],[0],[0],15326
231,Q970515,[0],[0],[1],15309
232,Q936548,[0],[0],[1],15245
233,Q7794795,[0],[1],[0],15239
234,Q258825,[1],[1],[1],15233
235,Q311135,[0],[0],[0],15225
236,Q256380,[1],[0],[0],15180
237,Q16186923,[0],[0],[0],15147
238,Q1077115,[0],[1],[0],15134
239,Q3105215,[0],[0],[1],15025
240,Q478094,[0],[0],[1],14893
241,Q331838,[0],[0],[0],14892
242,Q47216,[1],[0],[0],14801
243,Q971308,[0],[0],[1],14794
244,Q970720,[0],[1],[0],14697
245,Q237560,[1],[1],[1],14689
246,Q513960,[0],[1],[1],14664
247,Q6198178,[0],[0],[0],14510
248,Q6198182,[0],[0],[0],14501
249,Q5077040,[0],[1],[0],14461
250,Q342586,[0],[1],[1],14435
251,Q6262874,[0],[1],[1],14391
252,Q39311,[0],[0],[0],14358
253,Q319111,[0],[1],[1],14352
254,Q6243110,[0],[1],[0],14287
255,Q525362,[0],[0],[0],14263
256,Q6234532,[0],[1],[0],14260
257,Q1232745,[0],[0],[0],14256
258,Q16237828,[0],[1],[0],14256
259,Q16729662,[0],[0],[0],14213
260,Q3956796,[0],[0],[1],14204
261,Q6768847,[0],[1],[0],14203
262,Q186215,[0],[0],[1],14140
263,Q5892295,[0],[1],[0],14140
264,Q16106138,[0],[1],[0],14131
265,Q934898,[0],[1],[1],14125
266,Q15126384,[0],[1],[0],14047
267,Q3162841,[0],[0],[1],14043
268,Q20707214,[0],[0],[0],14025
269,Q23073618,[0],[0],[0],14025
270,Q509093,[0],[0],[1],14017
271,Q714269,[0],[1],[0],13910
272,Q7614317,[0],[0],[0],13891
273,Q17091652,[0],[0],[0],13843
274,Q16887056,[0],[1],[0],13842
275,Q6834757,[0],[1],[0],13721
276,Q16885746,[0],[0],[0],13712
277,Q5240287,[0],[0],[0],13678
278,Q1372167,[0],[0],[0],13659
279,Q22185,[1],[1],[0],13632
280,Q881146,[0],[1],[0],13631
281,Q16146490,[0],[0],[0],13625
282,Q715156,[0],[0],[0],13622
283,Q16973415,[0],[0],[0],13555
284,Q5387459,[0],[1],[0],13548
285,Q19609580,[0],[1],[0],13491
286,Q7372694,[0],[1],[0],13458
287,Q16106910,[0],[0],[0],13458
288,Q1683881,[0],[0],[1],13362
289,Q881188,[0],[0],[0],13341
290,Q16194125,[0],[0],[0],13330
291,Q461727,[1],[1],[1],13328
292,Q16731303,[0],[0],[0],13270
293,Q6829336,[0],[1],[0],13263
294,Q160157,[0],[1],[1],13241
295,Q3090307,[0],[0],[1],13151
296,Q7364551,[0],[0],[0],13113
297,Q16105692,[0],[1],[0],13104
298,Q444652,[0],[1],[1],13068
299,Q30015838,[0],[0],[1],13005
300,Q6847486,[0],[0],[0],12966
301,Q1431761,[0],[0],[1],12966
302,Q16215328,[0],[1],[0],12963
303,Q528979,[0],[1],[1],12956
304,Q4963227,[0],[1],[0],12925
305,Q317953,[0],[1],[0],12903
306,Q6847822,[0],[0],[0],12865
307,Q6830873,[0],[1],[0],12859
308,Q5488201,[0],[1],[0],12853
309,Q236941,[1],[0],[0],12845
310,Q6221385,[0],[1],[0],12832
311,Q554792,[0],[1],[1],12788
312,Q6263790,[0],[0],[0],12741
313,Q434902,[0],[1],[0],12719
314,Q6174170,[0],[1],[0],12654
315,Q19953601,[0],[0],[0],12634
316,Q720121,[0],[0],[1],12606
317,Q561315,[0],[0],[1],12498
318,Q25189721,[0],[0],[0],12433
319,Q5113629,[1],[0],[0],12368
320,Q4962244,[0],[0],[0],12367
321,Q1822266,[0],[0],[1],12352
322,Q40589,[0],[1],[1],12345
323,Q1188501,[1],[1],[0],12246
324,Q3317069,[0],[1],[0],12189
325,Q16732624,[0],[0],[0],12162
326,Q465295,[0],[1],[1],12161
327,Q5108243,[1],[1],[0],12154
328,Q4546520,[0],[1],[0],12134
329,Q5135408,[0],[0],[0],12073
330,Q361450,[0],[0],[0],12036
331,Q5386828,[0],[0],[0],11987
332,Q5386829,[0],[1],[0],11987
333,Q6144043,[0],[1],[0],11986
334,Q949384,[0],[0],[1],11970
335,Q6848150,[0],[0],[0],11954
336,Q6848146,[0],[1],[0],11952
337,Q941404,[0],[1],[0],11933
338,Q18719475,[0],[0],[0],11885
339,Q5997832,[0],[1],[1],11880
340,Q539493,[0],[0],[1],11867
341,Q7793121,[0],[1],[0],11824
342,Q150851,[0],[0],[0],11794
343,Q28868093,[0],[1],[0],11784
344,Q11171,[0],[0],[0],11729
345,Q22201,[0],[0],[1],11724
346,Q4910916,[0],[0],[0],11713
347,Q16200207,[0],[0],[0],11703
348,Q465617,[0],[1],[1],11674
349,Q887898,[0],[0],[0],11670
350,Q1525924,[0],[0],[1],11659
351,Q50104,[1],[1],[1],11658
352,Q7437083,[0],[0],[0],11617
353,Q2032949,[0],[1],[0],11592
354,Q30122825,[0],[1],[1],11488
355,Q925052,[0],[1],[1],11475
356,Q861115,[0],[0],[1],11475
357,Q5106795,[0],[0],[0],11446
358,Q5218668,[0],[0],[1],11435
359,Q18159074,[0],[0],[0],11402
360,Q5229056,[0],[1],[0],11369
361,Q457021,[1],[1],[0],11350
362,Q4931942,[0],[0],[0],11300
363,Q18155095,[0],[1],[0],11300
364,Q16091915,[0],[0],[0],11300
365,Q28229066,[0],[0],[0],11285
366,Q239366,[1],[1],[0],11281
367,Q16730416,[0],[1],[0],11264
368,Q529351,[0],[1],[1],11255
369,Q5238831,[0],[0],[0],11254
370,Q16106304,[0],[1],[0],11235
371,Q1677579,[0],[1],[0],11215
372,Q1077819,[0],[1],[1],11204
373,Q886817,[0],[1],[0],11197
374,Q6849042,[0],[0],[0],11189
375,Q1323196,[0],[1],[1],11189
376,Q16107263,[0],[1],[0],11183
377,Q445734,[1],[1],[0],11182
378,Q233397,[1],[1],[0],11127
379,Q2095615,[0],[0],[1],11122
380,Q331278,[0],[0],[1],11109
381,Q5214174,[0],[0],[0],11093
382,Q718542,[0],[1],[1],11060
383,Q11142,[0],[0],[0],11047
384,Q256334,[1],[0],[0],11045
385,Q6182718,[0],[0],[0],11004
386,Q472241,[0],[0],[1],10999
387,Q4886347,[0],[1],[0],10995
388,Q16152029,[0],[1],[0],10943
389,Q6197818,[0],[1],[0],10913
390,Q30122397,[0],[0],[0],10893
391,Q5232388,[0],[0],[0],10893
392,Q20709847,[0],[0],[0],10778
393,Q18808538,[0],[0],[0],10762
394,Q724801,[0],[0],[0],10762
395,Q134549,[0],[1],[1],10733
396,Q4068880,[0],[0],[1],10657
397,Q472254,[0],[0],[1],10648
398,Q27840107,[0],[0],[0],10644
399,Q862661,[0],[1],[0],10644
400,Q1135774,[0],[0],[1],10630
401,Q7384672,[0],[0],[1],10620
402,Q5084600,[0],[1],[0],10604
403,Q5084601,[0],[1],[0],10604
404,Q16887058,[0],[0],[0],10593
405,Q339046,[0],[0],[1],10489
406,Q172466,[0],[1],[0],10475
407,Q1691639,[0],[0],[1],10456
408,Q66107,[0],[0],[0],10394
409,Q173839,[0],[0],[1],10330
410,Q7384533,[0],[0],[0],10327
411,Q41787922,[0],[1],[0],10326
412,Q16194189,[1],[0],[0],10321
413,Q5239133,[0],[1],[0],10318
414,Q23073680,[0],[0],[0],10300
415,Q25189480,[0],[0],[0],10300
416,Q5238381,[0],[1],[0],10300
417,Q16255546,[0],[1],[0],10299
418,Q5302905,[0],[0],[0],10296
419,Q3430687,[0],[1],[0],10288
420,Q311782,[0],[1],[1],10218
421,Q241750,[0],[1],[0],10206
422,Q241092,[1],[1],[1],10193
423,Q7342401,[0],[1],[0],10120
424,Q7342400,[0],[0],[0],10120
425,Q19874190,[0],[1],[0],10120
426,Q4964238,[0],[0],[0],10114
427,Q1738589,[0],[0],[0],10062
428,Q935734,[0],[1],[1],10060
429,Q6197881,[0],[1],[0],10042
430,Q1415243,[0],[0],[1],9983
431,Q285102,[0],[1],[1],9976
432,Q5343819,[0],[1],[0],9946
433,Q218511,[0],[1],[0],9930
434,Q6195951,[0],[0],[0],9929
435,Q193635,[0],[0],[0],9919
436,Q923242,[0],[1],[1],9907
437,Q7185808,[0],[0],[0],9887
438,Q5694014,[1],[0],[0],9857
439,Q5214471,[0],[0],[0],9836
440,Q6409269,[1],[0],[0],9834
441,Q311025,[0],[0],[0],9820
442,Q13475242,[1],[0],[1],9767
443,Q6832974,[0],[1],[0],9766
444,Q15460198,[0],[0],[0],9766
445,Q4898286,[1],[0],[0],9750
446,Q723295,[0],[1],[1],9747
447,Q6243689,[0],[1],[0],9701
448,Q984205,[0],[0],[0],9692
449,Q6111740,[0],[0],[0],9678
450,Q928855,[0],[0],[1],9653
451,Q257237,[1],[0],[1],9651
452,Q32620,[1],[1],[1],9649
453,Q16187041,[0],[0],[0],9633
454,Q2688821,[0],[1],[1],9633
455,Q7287916,[0],[1],[0],9626
456,Q4773428,[0],[0],[0],9616
457,Q1368405,[0],[1],[1],9612
458,Q1857141,[0],[0],[1],9585
459,Q13225564,[0],[1],[0],9553
460,Q22338,[1],[1],[1],9543
461,Q2434181,[0],[0],[1],9541
462,Q6212638,[0],[1],[0],9537
463,Q16221920,[0],[0],[0],9523
464,Q6194557,[0],[0],[0],9454
465,Q519908,[0],[1],[1],9454
466,Q16114482,[0],[0],[0],9454
467,Q18737190,[0],[0],[0],9434
468,Q6211368,[0],[0],[0],9381
469,Q25190010,[0],[0],[0],9381
470,Q337470,[0],[1],[0],9380
471,Q234994,[1],[1],[0],9376
472,Q16189412,[0],[0],[0],9370
473,Q152019,[1],[0],[0],9320
474,Q1855840,[0],[1],[1],9314
475,Q24006988,[0],[0],[0],9312
476,Q519780,[0],[0],[1],9310
477,Q313297,[0],[1],[0],9293
478,Q6788866,[0],[1],[0],9283
479,Q7816895,[0],[1],[0],9271
480,Q357510,[0],[1],[1],9267
481,Q6237919,[0],[0],[0],9267
482,Q8003047,[0],[0],[0],9218
483,Q1406115,[0],[1],[1],9179
484,Q14859204,[0],[1],[0],9163
485,Q16196327,[0],[0],[0],9133
486,Q7815530,[0],[0],[0],9128
487,Q6846014,[0],[0],[0],9100
488,Q440121,[0],[1],[0],9048
489,Q1397359,[0],[0],[1],9036
490,Q16090331,[0],[1],[0],9020
491,Q30121919,[0],[0],[0],9018
492,Q6176439,[0],[1],[0],9013
493,Q11727193,[0],[1],[0],8993
494,Q2434360,[0],[1],[1],8992
495,Q457432,[0],[1],[1],8984
496,Q20657077,[0],[0],[0],8961
497,Q6241928,[0],[1],[0],8961
498,Q772086,[0],[0],[1],8951
499,Q6251699,[0],[0],[0],8865
500,Q6230913,[0],[1],[0],8864
501,Q5181100,[0],[0],[0],8863
502,Q7331804,[0],[1],[0],8852
503,Q363079,[0],[0],[1],8845
504,Q505598,[0],[1],[1],8804
505,Q4772543,[0],[1],[0],8760
506,Q512330,[0],[1],[1],8718
507,Q5300433,[0],[0],[0],8711
508,Q270316,[1],[1],[1],8670
509,Q16150246,[0],[0],[0],8661
510,Q28018197,[0],[0],[0],8661
511,Q7149063,[0],[0],[0],8661
512,Q714516,[0],[0],[0],8639
513,Q3068781,[0],[1],[0],8636
514,Q19321008,[0],[0],[1],8626
515,Q5241370,[0],[1],[0],8626
516,Q1058745,[0],[0],[0],8618
517,Q19881033,[0],[0],[0],8611
518,Q4932946,[0],[1],[0],8611
519,Q6212404,[0],[0],[0],8609
520,Q5607720,[1],[1],[0],8607
521,Q4245558,[1],[1],[0],8597
522,Q7786750,[0],[0],[1],8576
523,Q16106932,[0],[0],[0],8554
524,Q966352,[0],[1],[1],8517
525,Q5542479,[0],[1],[0],8517
526,Q7150154,[0],[1],[0],8461
527,Q705961,[0],[1],[0],8461
528,Q16114487,[0],[0],[0],8459
529,Q1173492,[0],[1],[0],8453
530,Q20706836,[0],[1],[0],8444
531,Q119255,[0],[1],[0],8437
532,Q55622212,[0],[0],[0],8422
533,Q21063629,[0],[0],[0],8422
534,Q1289889,[0],[1],[1],8417
535,Q364990,[0],[0],[0],8393
536,Q652066,[0],[1],[1],8388
537,Q16729203,[0],[1],[0],8387
538,Q7803733,[0],[0],[0],8386
539,Q6375399,[1],[1],[0],8374
540,Q6145421,[0],[0],[0],8371
541,Q444501,[0],[1],[0],8365
542,Q6514172,[0],[0],[0],8346
543,Q19878958,[0],[0],[0],8319
544,Q539509,[0],[0],[1],8314
545,Q16887039,[0],[0],[0],8311
546,Q16194157,[0],[0],[0],8305
547,Q538375,[0],[0],[1],8297
548,Q4908280,[0],[0],[0],8296
549,Q16151786,[0],[0],[0],8285
550,Q6834692,[0],[0],[0],8280
551,Q1112656,[0],[1],[1],8253
552,Q26436159,[1],[1],[1],8250
553,Q50597,[1],[1],[1],8236
554,Q45940,[0],[0],[1],8159
555,Q458971,[1],[0],[1],8159
556,Q24015,[0],[1],[0],8154
557,Q6247633,[0],[1],[0],8152
558,Q505236,[0],[0],[1],8139
559,Q310588,[0],[1],[1],8121
560,Q6273919,[0],[0],[0],8115
561,Q6273921,[0],[1],[0],8115
562,Q6103950,[0],[1],[0],8087
563,Q4806029,[0],[1],[0],8077
564,Q380570,[0],[1],[1],8033
565,Q350378,[0],[1],[0],8032
566,Q368091,[0],[1],[1],8028
567,Q6198563,[0],[0],[0],7992
568,Q40628,[1],[1],[1],7981
569,Q965289,[0],[1],[1],7958
570,Q776941,[0],[1],[1],7940
571,Q16192221,[0],[0],[1],7935
572,Q1655924,[0],[1],[0],7928
573,Q6220752,[0],[0],[0],7920
574,Q1691395,[0],[1],[1],7913
575,Q861999,[0],[0],[1],7868
576,Q6680965,[1],[1],[0],7855
577,Q28325272,[0],[0],[0],7846
578,Q4168665,[0],[1],[1],7833
579,Q6113357,[0],[0],[0],7828
580,Q232301,[1],[0],[0],7813
581,Q16751140,[0],[1],[0],7806
582,Q532647,[0],[0],[1],7796
583,Q155649,[0],[1],[0],7784
584,Q14946751,[0],[1],[0],7773
585,Q706661,[0],[0],[1],7754
586,Q16106464,[0],[0],[0],7728
587,Q24006757,[0],[0],[0],7727
588,Q467323,[1],[0],[0],7723
589,Q7350633,[0],[0],[0],7700
590,Q16730407,[0],[0],[0],7700
591,Q17091657,[0],[1],[0],7695
592,Q6114777,[0],[0],[0],7649
593,Q369814,[0],[0],[1],7648
594,Q7405297,[1],[1],[0],7645
595,Q5056393,[1],[1],[0],7637
596,Q18619029,[0],[0],[0],7636
597,Q132071,[0],[1],[1],7619
598,Q631195,[0],[1],[1],7618
599,Q733724,[0],[1],[0],7615
600,Q28756448,[0],[1],[0],7615
601,Q16221742,[0],[0],[1],7601
602,Q1855866,[0],[1],[1],7591
603,Q1689111,[0],[1],[1],7588
604,Q862438,[0],[0],[1],7585
605,Q184650,[0],[0],[1],7561
606,Q718127,[0],[1],[1],7522
607,Q5725737,[0],[0],[0],7516
608,Q15616175,[0],[1],[0],7515
609,Q21062888,[0],[1],[0],7506
610,Q5562899,[1],[1],[0],7489
611,Q19879682,[0],[1],[0],7463
612,Q7346168,[0],[1],[0],7462
613,Q4014532,[0],[1],[1],7460
614,Q28543117,[0],[0],[0],7457
615,Q16751051,[0],[1],[0],7457
616,Q16886111,[0],[1],[0],7457
617,Q732804,[0],[0],[0],7457
618,Q182642,[0],[1],[1],7457
619,Q6198973,[0],[1],[0],7450
620,Q607069,[0],[0],[1],7426
621,Q239928,[1],[0],[1],7423
622,Q6259084,[0],[0],[0],7403
623,Q632321,[0],[0],[1],7397
624,Q505722,[0],[0],[1],7394
625,Q887952,[0],[0],[1],7382
626,Q24053,[1],[1],[1],7379
627,Q3036410,[1],[1],[1],7379
628,Q241788,[1],[0],[0],7363
629,Q17388892,[0],[0],[1],7361
630,Q6374539,[0],[1],[0],7356
631,Q2440035,[0],[0],[1],7339
632,Q56486914,[1],[1],[0],7332
633,Q222940,[0],[1],[0],7331
634,Q947168,[0],[0],[1],7321
635,Q11124,[0],[1],[0],7320
636,Q4845296,[0],[1],[0],7319
637,Q4716651,[0],[0],[0],7305
638,Q233905,[1],[0],[0],7278
639,Q16123603,[0],[0],[0],7275
640,Q16729427,[0],[1],[0],7275
641,Q16231999,[0],[0],[0],7265
642,Q16729685,[0],[0],[0],7262
643,Q7816215,[0],[1],[0],7248
644,Q7128915,[1],[0],[0],7236
645,Q532279,[0],[1],[1],7230
646,Q22354,[1],[0],[1],7230
647,Q539444,[0],[0],[1],7207
648,Q3498466,[1],[1],[0],7206
649,Q19604892,[0],[1],[0],7191
650,Q5562913,[1],[1],[0],7168
651,Q15699836,[0],[1],[0],7165
652,Q16226269,[0],[0],[0],7163
653,Q1365787,[0],[0],[1],7160
654,Q455833,[1],[1],[1],7156
655,Q294536,[0],[1],[0],7155
656,Q553349,[0],[1],[1],7148
657,Q218544,[1],[1],[1],7142
658,Q18115970,[0],[0],[0],7139
659,Q6237056,[0],[1],[0],7133
660,Q16751076,[0],[1],[0],7130
661,Q6289368,[0],[1],[0],7107
662,Q27996060,[0],[0],[0],7086
663,Q28421779,[0],[0],[0],7080
664,Q5239118,[0],[1],[0],7076
665,Q1077474,[0],[0],[1],7076
666,Q16221404,[0],[1],[0],7075
667,Q896845,[0],[1],[1],7073
668,Q22290,[1],[0],[1],7070
669,Q724001,[0],[1],[0],7066
670,Q16186658,[0],[0],[0],7066
671,Q5386024,[0],[0],[0],7056
672,Q1174641,[0],[0],[0],7054
673,Q13628723,[0],[0],[0],7052
674,Q513243,[0],[1],[0],7050
675,Q6173217,[0],[1],[0],7039
676,Q7292264,[0],[0],[0],7026
677,Q16751186,[0],[1],[0],7007
678,Q328527,[0],[1],[0],7005
679,Q16730344,[0],[0],[0],6987
680,Q5213760,[0],[0],[0],6987
681,Q45409991,[0],[0],[0],6987
682,Q469689,[0],[1],[1],6983
683,Q6133660,[0],[1],[0],6974
684,Q718828,[0],[1],[0],6971
685,Q16193865,[0],[0],[0],6971
686,Q7804003,[0],[0],[0],6953
687,Q7804002,[0],[0],[0],6953
688,Q16732824,[0],[0],[0],6953
689,Q16734417,[0],[1],[0],6943
690,Q7323733,[0],[0],[0],6940
691,Q27909754,[0],[0],[0],6935
692,Q16730702,[0],[0],[0],6924
693,Q5239041,[0],[1],[0],6918
694,Q6263001,[0],[1],[0],6905
695,Q7493559,[0],[1],[0],6881
696,Q15379140,[0],[1],[0],6872
697,Q1159125,[0],[0],[1],6872
698,Q17183308,[0],[1],[0],6867
699,Q20642036,[0],[0],[0],6865
700,Q4911106,[0],[0],[0],6865
701,Q7437326,[0],[1],[0],6864
702,Q7595813,[1],[1],[0],6859
703,Q6138548,[0],[1],[0],6846
704,Q7437504,[0],[1],[0],6843
705,Q6396675,[0],[1],[0],6812
706,Q459618,[1],[0],[1],6803
707,Q529140,[1],[1],[0],6790
708,Q11675,[0],[1],[0],6784
709,Q957690,[0],[1],[1],6782
710,Q946606,[0],[1],[1],6779
711,Q4911138,[0],[1],[0],6758
712,Q3466996,[0],[1],[1],6743
713,Q16205062,[1],[1],[0],6737
