,qid,gender,party,congress,numQuotes
4992,Q16221559,[0],[1],[1],656
4993,Q15992835,[0],[0],[0],656
4994,Q16205048,[0],[1],[0],655
4995,Q46993237,[1],[1],[0],655
4996,Q15526725,[0],[0],[0],655
4997,Q43381063,[0],[1],[0],655
4998,Q55435693,[1],[1],[0],654
4999,Q7924329,[1],[1],[0],654
5000,Q7324319,[0],[0],[0],654
5001,Q7815556,[0],[0],[0],654
5002,Q50526820,[0],[1],[0],654
5003,Q48743358,[0],[0],[0],654
5004,Q5045425,[1],[0],[0],653
5005,Q4958844,[1],[1],[0],653
5006,Q5232706,[0],[1],[0],652
5007,Q4768277,[1],[0],[0],652
5008,Q16980942,[0],[0],[0],652
5009,Q6777482,[0],[1],[0],652
5010,Q7143387,[0],[1],[0],652
5011,Q4934732,[0],[1],[0],652
5012,Q5195898,[0],[1],[0],652
5013,Q6489865,[0],[1],[0],651
5014,Q6112123,[0],[0],[0],650
5015,Q16196510,[0],[0],[0],649
5016,Q336324,[0],[0],[1],649
5017,Q7358212,[0],[1],[0],649
5018,Q6848732,[0],[0],[0],649
5019,Q5203414,[0],[0],[0],649
5020,Q6779928,[1],[1],[1],648
5021,Q19880056,[0],[0],[0],648
5022,Q13562506,[1],[1],[0],648
5023,Q7803977,[0],[1],[0],648
5024,Q16728742,[0],[0],[0],648
5025,Q5944337,[0],[0],[0],648
5026,Q13562291,[1],[0],[0],647
5027,Q16885979,[0],[1],[0],647
5028,Q16732700,[0],[1],[0],647
5029,Q28925208,[0],[0],[0],647
5030,Q6386011,[0],[0],[0],647
5031,Q7493075,[1],[1],[0],647
5032,Q6183719,[0],[1],[0],647
5033,Q5606254,[0],[1],[0],646
5034,Q4772558,[0],[1],[1],646
5035,Q26702732,[0],[0],[0],646
5036,Q6847627,[0],[1],[0],646
5037,Q6490529,[0],[0],[0],646
5038,Q6199342,[0],[0],[0],644
5039,Q5228929,[0],[0],[0],644
5040,Q6415520,[0],[0],[0],644
5041,Q7143421,[1],[0],[0],644
5042,Q21964910,[0],[0],[0],644
5043,Q16729603,[1],[1],[0],643
5044,Q6153268,[1],[1],[0],643
5045,Q6307871,[1],[0],[0],643
5046,Q28861552,[1],[0],[0],643
5047,Q7153572,[0],[0],[0],643
5048,Q17092114,[0],[1],[0],643
5049,Q7028091,[0],[0],[0],643
5050,Q18686530,[0],[1],[0],643
5051,Q5144845,[0],[1],[1],643
5052,Q5242450,[1],[1],[0],642
5053,Q7491386,[1],[0],[0],642
5054,Q6847309,[0],[0],[0],642
5055,Q5247903,[1],[1],[0],642
5056,Q28421987,[0],[0],[0],642
5057,Q21863882,[0],[0],[0],641
5058,Q6899925,[1],[1],[0],641
5059,Q13562440,[1],[1],[0],641
5060,Q6253179,[0],[1],[0],641
5061,Q21104258,[1],[0],[0],641
5062,Q55956267,[1],[1],[0],641
5063,Q880774,[0],[1],[0],640
5064,Q4679877,[0],[1],[0],640
5065,Q7440824,[0],[0],[0],640
5066,Q6789145,[0],[1],[0],640
5067,Q7172096,[0],[1],[0],640
5068,Q4775550,[0],[1],[0],640
5069,Q5132625,[0],[0],[0],640
5070,Q16151025,[0],[0],[0],640
5071,Q16091992,[0],[0],[0],639
5072,Q7181958,[0],[0],[0],639
5073,Q6408391,[1],[1],[0],638
5074,Q5085074,[0],[0],[0],638
5075,Q16186688,[0],[0],[0],638
5076,Q16186981,[0],[0],[0],638
5077,Q8002930,[0],[0],[0],638
5078,Q58494468,[0],[1],[1],638
5079,Q16196941,[0],[0],[0],638
5080,Q887489,[0],[0],[0],638
5081,Q6115712,[0],[1],[0],638
5082,Q6247537,[0],[1],[0],638
5083,Q27087894,[0],[0],[0],637
5084,Q6193935,[0],[1],[0],637
5085,Q19958005,[1],[1],[0],637
5086,Q5300332,[0],[0],[0],637
5087,Q5271708,[1],[1],[0],636
5088,Q16195450,[1],[1],[0],636
5089,Q7152204,[0],[1],[0],635
5090,Q5246114,[0],[1],[0],635
5091,Q5044284,[1],[1],[0],635
5092,Q7153486,[0],[0],[0],634
5093,Q7151854,[0],[0],[0],634
5094,Q7362137,[0],[1],[0],633
5095,Q5079507,[0],[0],[0],633
5096,Q16187362,[0],[0],[0],633
5097,Q7968990,[0],[0],[0],633
5098,Q16729732,[0],[0],[0],633
5099,Q2514315,[0],[0],[0],632
5100,Q8062353,[1],[1],[0],632
5101,Q7822396,[0],[0],[0],632
5102,Q6758333,[0],[0],[0],632
5103,Q160717,[0],[1],[1],631
5104,Q16732220,[0],[1],[0],631
5105,Q16732298,[0],[1],[0],631
5106,Q58322563,[1],[1],[1],631
5107,Q4730479,[0],[0],[0],630
5108,Q4909836,[0],[0],[0],630
5109,Q19871914,[0],[1],[0],630
5110,Q16732216,[0],[1],[0],630
5111,Q6155212,[1],[1],[0],630
5112,Q6210442,[0],[0],[0],630
5113,Q1170156,[0],[1],[1],630
5114,Q16198552,[1],[0],[0],630
5115,Q7803829,[0],[0],[0],629
5116,Q7436795,[0],[1],[0],629
5117,Q5336252,[0],[1],[0],629
5118,Q6205238,[1],[1],[0],629
5119,Q6778081,[0],[0],[0],628
5120,Q42907663,[0],[1],[0],628
5121,Q28421856,[0],[1],[0],628
5122,Q6306643,[1],[1],[0],628
5123,Q55603051,[0],[0],[0],628
5124,Q56276456,[0],[1],[0],628
5125,Q30122023,[0],[0],[0],628
5126,Q16195299,[0],[1],[0],628
5127,Q19874244,[0],[1],[0],627
5128,Q5387235,[0],[1],[0],627
5129,Q5258203,[0],[1],[0],627
5130,Q6196978,[0],[1],[0],627
5131,Q20985848,[0],[0],[0],627
5132,Q4963111,[0],[0],[0],627
5133,Q4859419,[1],[0],[0],627
5134,Q16205541,[0],[0],[0],627
5135,Q4910487,[0],[0],[0],627
5136,Q5296351,[1],[1],[0],627
5137,Q885559,[0],[1],[1],627
5138,Q6769809,[0],[1],[0],626
5139,Q18158883,[0],[0],[0],626
5140,Q47546089,[0],[0],[0],626
5141,Q13562476,[1],[1],[0],626
5142,Q16887163,[0],[0],[0],626
5143,Q20090721,[0],[0],[0],626
5144,Q14537339,[0],[1],[0],626
5145,Q6377976,[1],[1],[0],626
5146,Q16734517,[0],[1],[0],625
5147,Q7793514,[0],[1],[0],625
5148,Q7356218,[0],[0],[0],625
5149,Q6769499,[0],[1],[0],625
5150,Q22236690,[1],[1],[0],625
5151,Q5495642,[0],[0],[1],625
5152,Q7437164,[0],[0],[0],624
5153,Q4885993,[0],[0],[0],624
5154,Q16215560,[0],[1],[0],624
5155,Q7615332,[0],[0],[0],624
5156,Q6376665,[1],[1],[0],624
5157,Q6174382,[0],[0],[0],624
5158,Q58333611,[1],[1],[1],624
5159,Q13562388,[1],[0],[0],623
5160,Q20090057,[0],[0],[0],623
5161,Q20642009,[0],[0],[0],623
5162,Q58008681,[0],[0],[0],623
5163,Q5218111,[0],[1],[0],623
5164,Q6769879,[0],[1],[0],623
5165,Q18685087,[1],[0],[0],623
5166,Q5052844,[1],[1],[0],623
5167,Q16731526,[0],[0],[0],623
5168,Q6755372,[0],[1],[0],623
5169,Q376530,[0],[0],[0],622
5170,Q16107290,[0],[1],[0],622
5171,Q55081139,[0],[0],[0],622
5172,Q4760938,[0],[1],[1],622
5173,Q6178339,[1],[1],[0],622
5174,Q14946796,[1],[1],[0],621
5175,Q6243239,[0],[0],[0],621
5176,Q15992836,[0],[0],[0],620
5177,Q16732885,[0],[1],[0],620
5178,Q816587,[0],[0],[1],620
5179,Q7437100,[0],[1],[0],620
5180,Q15378657,[0],[1],[0],620
5181,Q5234871,[0],[0],[0],619
5182,Q55611989,[0],[0],[0],619
5183,Q59423229,[1],[1],[0],619
5184,Q16196908,[0],[0],[0],618
5185,Q7693277,[0],[0],[0],618
5186,Q6862199,[1],[0],[1],618
5187,Q16728879,[1],[1],[0],617
5188,Q6489860,[0],[0],[0],617
5189,Q16728262,[0],[1],[0],617
5190,Q5542130,[0],[0],[0],617
5191,Q5293196,[0],[0],[0],617
5192,Q24851492,[1],[1],[0],617
5193,Q16195071,[0],[1],[0],617
5194,Q28370154,[0],[0],[0],617
5195,Q21257728,[0],[0],[0],617
5196,Q5388582,[0],[0],[0],616
5197,Q16886359,[1],[1],[0],616
5198,Q7804311,[0],[1],[0],616
5199,Q6838915,[0],[0],[0],616
5200,Q7811658,[0],[1],[0],616
5201,Q4886744,[0],[0],[0],615
5202,Q518447,[0],[0],[1],615
5203,Q16241369,[0],[1],[0],615
5204,Q27058362,[0],[0],[0],615
5205,Q19880286,[0],[0],[0],615
5206,Q1689035,[0],[1],[1],614
5207,Q18719460,[0],[0],[0],614
5208,Q7421789,[1],[0],[0],613
5209,Q5214158,[0],[1],[0],613
5210,Q6788322,[0],[1],[0],613
5211,Q29515195,[1],[1],[0],613
5212,Q55607517,[0],[0],[0],612
5213,Q7450514,[1],[1],[0],612
5214,Q721066,[0],[1],[0],612
5215,Q19880105,[0],[0],[0],612
5216,Q16745464,[0],[1],[0],611
5217,Q5161916,[1],[1],[0],611
5218,Q7143757,[0],[1],[0],611
5219,Q16123058,[0],[0],[0],611
5220,Q16210478,[0],[1],[0],611
5221,Q6770332,[0],[1],[0],611
5222,Q7188605,[1],[1],[0],611
5223,Q6137441,[0],[0],[0],611
5224,Q6501617,[1],[1],[0],610
5225,Q16215770,[0],[0],[0],610
5226,Q5293483,[0],[0],[0],610
5227,Q5648362,[0],[0],[0],609
5228,Q6968986,[0],[0],[0],609
5229,Q5240593,[0],[1],[0],609
5230,Q16886528,[1],[0],[0],609
5231,Q6115783,[0],[0],[0],609
5232,Q17486414,[1],[0],[0],609
5233,Q15524923,[0],[1],[0],609
5234,Q5004331,[0],[0],[0],609
5235,Q41156807,[1],[1],[0],609
5236,Q7925368,[1],[1],[0],608
5237,Q43167157,[0],[0],[0],608
5238,Q6766251,[1],[1],[0],608
5239,Q47073077,[0],[0],[0],608
5240,Q20710108,[1],[1],[0],607
5241,Q19874141,[0],[1],[0],606
5242,Q5605324,[0],[0],[0],606
5243,Q5109930,[0],[1],[0],606
5244,Q6235600,[0],[0],[0],606
5245,Q6282358,[0],[1],[0],606
5246,Q16186664,[0],[0],[0],606
5247,Q16105520,[0],[1],[0],606
5248,Q16197080,[1],[1],[0],606
5249,Q21933291,[0],[0],[0],606
5250,Q27861828,[0],[0],[0],606
5251,Q7151408,[0],[1],[0],605
5252,Q919254,[0],[1],[1],605
5253,Q6137172,[0],[1],[0],605
5254,Q5086555,[1],[1],[0],605
5255,Q6837214,[1],[1],[0],604
5256,Q5257653,[1],[1],[0],604
5257,Q16224057,[0],[0],[0],604
5258,Q6178602,[1],[1],[0],603
5259,Q6212177,[0],[0],[0],603
5260,Q4662326,[0],[0],[0],603
5261,Q5568002,[0],[0],[0],603
5262,Q20806999,[1],[1],[0],603
5263,Q28167116,[1],[0],[0],603
5264,Q22007158,[1],[1],[0],603
5265,Q5488866,[0],[0],[0],603
5266,Q5194980,[0],[1],[0],603
5267,Q6962831,[1],[0],[1],602
5268,Q4908217,[0],[1],[0],602
5269,Q523783,[0],[0],[0],602
5270,Q5677498,[0],[0],[0],601
5271,Q16204439,[0],[0],[0],601
5272,Q19668212,[0],[1],[0],601
5273,Q5231488,[0],[1],[0],601
5274,Q6760039,[1],[1],[0],601
5275,Q13562559,[1],[1],[0],601
5276,Q7323261,[0],[0],[0],600
5277,Q5246271,[0],[0],[0],600
5278,Q13562380,[1],[0],[0],600
5279,Q180625,[1],[1],[0],600
5280,Q19360631,[0],[0],[0],600
5281,Q16887121,[0],[1],[0],600
5282,Q16187216,[0],[0],[0],599
5283,Q4911051,[0],[0],[0],599
5284,Q6555773,[0],[0],[0],599
5285,Q1173285,[0],[1],[1],599
5286,Q7384319,[0],[1],[0],599
5287,Q15993002,[0],[1],[0],599
5288,Q28131428,[0],[1],[0],599
5289,Q5247965,[1],[0],[0],599
5290,Q13562524,[1],[1],[0],599
5291,Q5072876,[0],[1],[0],598
5292,Q5318199,[0],[0],[0],598
5293,Q16195868,[0],[1],[0],598
5294,Q6755492,[0],[1],[0],598
5295,Q13562299,[1],[1],[0],598
5296,Q6171957,[1],[0],[0],598
5297,Q16107531,[0],[0],[0],597
5298,Q2045481,[1],[1],[0],597
5299,Q17182737,[0],[0],[0],597
5300,Q5307187,[0],[1],[0],597
5301,Q5726811,[0],[0],[0],597
5302,Q7823755,[1],[0],[0],597
5303,Q28536803,[0],[1],[0],596
5304,Q4980312,[0],[0],[0],596
5305,Q6377299,[1],[1],[0],596
5306,Q16885920,[0],[1],[0],596
5307,Q7436545,[0],[0],[0],595
5308,Q6309594,[1],[1],[0],595
5309,Q4933065,[0],[1],[0],595
5310,Q931345,[0],[0],[1],595
5311,Q16192737,[1],[1],[0],595
5312,Q3854236,[1],[0],[1],595
5313,Q7613039,[0],[1],[0],595
5314,Q5228555,[0],[0],[0],594
5315,Q16226012,[1],[1],[0],594
5316,Q18044009,[0],[1],[0],594
5317,Q5271670,[1],[1],[0],594
5318,Q546932,[0],[1],[1],593
5319,Q16146761,[0],[0],[0],593
5320,Q22278139,[1],[1],[0],593
5321,Q27959967,[0],[1],[0],593
5322,Q5495609,[0],[0],[0],593
5323,Q7831775,[0],[1],[0],593
5324,Q6771168,[0],[1],[0],592
5325,Q6849241,[0],[0],[0],592
5326,Q455698,[0],[0],[1],592
5327,Q5548992,[0],[0],[0],592
5328,Q54614076,[1],[1],[0],592
5329,Q9365294,[0],[0],[0],592
5330,Q7384217,[0],[1],[0],591
5331,Q5200049,[1],[1],[0],591
5332,Q5525763,[0],[0],[0],591
5333,Q7435966,[0],[0],[0],591
5334,Q16106255,[0],[0],[0],591
5335,Q19538998,[0],[0],[0],591
5336,Q28151627,[0],[1],[0],591
5337,Q5130240,[0],[1],[0],591
5338,Q6660233,[1],[1],[0],590
5339,Q20638114,[0],[1],[0],590
5340,Q20641942,[0],[0],[0],590
5341,Q6962943,[1],[1],[0],590
5342,Q50505251,[1],[1],[0],590
5343,Q5213258,[0],[0],[0],590
5344,Q6209425,[0],[1],[0],590
5345,Q16729183,[0],[1],[0],589
5346,Q7441164,[0],[1],[0],589
5347,Q7647861,[1],[1],[0],589
5348,Q6847906,[0],[1],[0],589
5349,Q27891780,[1],[1],[0],589
5350,Q28528636,[1],[1],[0],588
5351,Q16981525,[0],[1],[0],588
5352,Q7610330,[0],[1],[0],588
5353,Q16213675,[0],[0],[0],588
5354,Q5415439,[0],[1],[0],588
5355,Q234992,[1],[0],[0],588
5356,Q6171024,[1],[0],[0],587
5357,Q30123184,[0],[0],[0],587
5358,Q16230623,[1],[1],[0],586
5359,Q6768869,[0],[0],[0],586
5360,Q16151710,[1],[1],[0],585
5361,Q5485068,[0],[0],[0],585
5362,Q4886084,[0],[1],[0],585
5363,Q27068118,[0],[0],[0],585
5364,Q17092144,[1],[0],[0],585
5365,Q362969,[0],[0],[0],584
5366,Q6962758,[1],[0],[0],584
5367,Q28370247,[0],[0],[0],584
5368,Q4760434,[0],[1],[0],584
5369,Q7493110,[1],[0],[0],584
5370,Q5115535,[0],[1],[0],584
5371,Q16734968,[0],[0],[0],584
5372,Q19604751,[0],[0],[0],584
5373,Q7816503,[0],[0],[0],583
5374,Q13562510,[1],[1],[0],583
5375,Q27808194,[1],[1],[0],583
5376,Q58885814,[1],[1],[0],583
5377,Q5247985,[1],[0],[0],583
5378,Q434947,[1],[1],[1],583
5379,Q16213639,[0],[0],[0],583
5380,Q6763451,[1],[1],[0],583
5381,Q27923213,[0],[0],[0],583
5382,Q7298187,[0],[0],[0],582
5383,Q16201044,[0],[0],[0],582
5384,Q21877403,[0],[1],[0],582
5385,Q16730891,[0],[1],[0],582
5386,Q1903813,[0],[1],[1],582
5387,Q7491460,[0],[0],[0],582
5388,Q16241047,[0],[0],[0],581
5389,Q453910,[1],[0],[0],581
5390,Q5162480,[0],[0],[0],581
5391,Q6395966,[0],[0],[0],581
5392,Q7356367,[0],[1],[0],581
5393,Q6769374,[0],[1],[0],581
5394,Q28086299,[0],[1],[0],581
5395,Q28873700,[0],[0],[0],581
5396,Q14596151,[0],[1],[0],580
5397,Q4795194,[0],[0],[0],580
5398,Q16727845,[0],[1],[0],580
5399,Q6194171,[0],[0],[0],580
5400,Q5511625,[0],[1],[0],580
5401,Q5373525,[0],[0],[0],580
5402,Q5523924,[0],[0],[0],580
5403,Q7803474,[0],[1],[0],579
5404,Q5040533,[0],[1],[0],579
5405,Q58416700,[1],[1],[0],578
5406,Q1353949,[0],[0],[1],578
5407,Q5258524,[0],[0],[0],578
5408,Q7436264,[0],[1],[0],578
5409,Q7693523,[0],[1],[0],578
5410,Q6388732,[0],[0],[0],578
5411,Q16194007,[1],[0],[0],578
5412,Q2435222,[0],[1],[1],577
5413,Q16215788,[0],[0],[0],577
5414,Q6197708,[0],[0],[0],577
5415,Q15501321,[0],[1],[0],577
5416,Q16225375,[0],[0],[0],576
5417,Q7272495,[0],[1],[0],576
5418,Q16194367,[1],[1],[0],576
5419,Q5112532,[0],[0],[0],576
5420,Q7963984,[0],[1],[0],576
5421,Q48848839,[0],[1],[0],576
5422,Q5386212,[0],[0],[0],575
5423,Q11271610,[0],[0],[0],575
5424,Q6409244,[1],[0],[0],575
5425,Q6848400,[0],[0],[0],575
5426,Q5561511,[1],[1],[0],575
5427,Q16730158,[0],[1],[0],575
5428,Q6384355,[0],[1],[0],575
5429,Q4961551,[0],[0],[0],574
5430,Q7816279,[0],[1],[0],574
5431,Q16215368,[0],[0],[0],574
5432,Q20808672,[0],[0],[0],574
5433,Q6176212,[0],[0],[0],573
5434,Q5220589,[0],[0],[0],573
5435,Q50345299,[0],[0],[0],573
5436,Q6788570,[0],[0],[0],573
5437,Q4933458,[0],[0],[0],573
5438,Q48977412,[0],[1],[0],573
5439,Q58495566,[1],[1],[0],573
5440,Q6391901,[0],[0],[0],573
5441,Q20707818,[0],[0],[0],573
5442,Q583529,[0],[1],[1],573
5443,Q55622181,[1],[1],[0],572
5444,Q7328610,[0],[1],[0],572
5445,Q4754858,[0],[1],[0],572
5446,Q19518390,[0],[0],[0],571
5447,Q6540445,[1],[1],[0],571
5448,Q18688126,[0],[1],[0],571
5449,Q7482898,[0],[0],[1],570
5450,Q28536815,[0],[0],[0],570
5451,Q16730078,[1],[1],[0],570
5452,Q28317003,[0],[0],[0],570
5453,Q5004419,[0],[1],[0],569
5454,Q27050048,[0],[0],[0],569
5455,Q58322868,[1],[1],[1],569
5456,Q6197486,[0],[0],[0],569
5457,Q43381065,[0],[1],[0],568
5458,Q6769708,[0],[1],[0],568
5459,Q6833747,[0],[0],[0],568
5460,Q16730848,[1],[1],[0],568
5461,Q20642042,[0],[0],[0],568
5462,Q4978005,[0],[0],[0],567
5463,Q6376869,[1],[1],[0],567
5464,Q723917,[0],[0],[0],567
5465,Q48977973,[0],[0],[0],567
5466,Q19605072,[0],[1],[0],567
5467,Q7817095,[0],[0],[0],566
5468,Q7976238,[0],[1],[0],566
5469,Q16751103,[0],[0],[0],566
5470,Q5041653,[0],[0],[1],565
5471,Q5334792,[0],[1],[0],565
5472,Q7488882,[1],[0],[0],565
5473,Q6311443,[0],[1],[0],565
5474,Q7292107,[0],[0],[0],564
5475,Q16208257,[0],[0],[0],564
5476,Q5335095,[0],[0],[0],564
5477,Q16019502,[0],[1],[0],564
5478,Q28873672,[0],[0],[0],564
5479,Q19944682,[1],[1],[0],564
5480,Q6283167,[0],[1],[0],564
5481,Q6755436,[0],[0],[0],564
5482,Q7437185,[0],[1],[0],563
5483,Q368920,[0],[1],[1],563
5484,Q16136108,[0],[0],[0],563
5485,Q30122916,[1],[1],[0],563
5486,Q5180851,[0],[1],[0],562
5487,Q16731886,[0],[0],[0],562
5488,Q7327203,[0],[1],[0],562
5489,Q28836906,[1],[1],[0],562
5490,Q16195886,[0],[1],[0],561
5491,Q5219411,[1],[0],[0],561
5492,Q16241038,[0],[0],[0],561
5493,Q6768437,[0],[1],[0],561
5494,Q6281611,[0],[0],[0],560
5495,Q2134162,[0],[0],[0],560
5496,Q58323072,[1],[1],[1],560
5497,Q5920126,[0],[1],[0],560
5498,Q16214086,[0],[0],[0],559
5499,Q6130580,[0],[1],[0],559
5500,Q16207450,[0],[0],[0],559
5501,Q16975760,[0],[1],[0],559
5502,Q4934384,[0],[1],[0],559
5503,Q6795950,[1],[0],[0],559
5504,Q5649936,[0],[1],[0],558
5505,Q13562428,[1],[1],[0],558
5506,Q5527331,[0],[1],[0],558
5507,Q28055505,[0],[0],[0],558
5508,Q6776522,[0],[1],[0],558
5509,Q4353842,[0],[0],[0],558
5510,Q7817266,[0],[1],[0],557
5511,Q23023777,[0],[0],[0],557
5512,Q1701257,[0],[1],[1],557
5513,Q16194422,[0],[0],[1],557
5514,Q20631317,[0],[1],[0],557
5515,Q4885201,[0],[0],[0],557
5516,Q7299081,[0],[0],[0],556
5517,Q47488625,[0],[0],[0],556
5518,Q22095473,[1],[1],[0],556
5519,Q6176263,[0],[1],[0],556
5520,Q16223173,[0],[0],[0],556
5521,Q5112046,[0],[1],[0],556
5522,Q889207,[0],[1],[0],556
5523,Q4954068,[0],[0],[0],555
5524,Q20711065,[0],[0],[0],555
5525,Q16226694,[0],[0],[0],555
5526,Q22278198,[0],[0],[0],555
5527,Q6828569,[0],[1],[0],555
5528,Q16019729,[0],[0],[0],555
5529,Q7823728,[0],[1],[0],555
5530,Q17285717,[0],[0],[0],555
5531,Q20090855,[1],[0],[0],555
5532,Q7814952,[0],[0],[0],554
5533,Q7612851,[0],[1],[0],554
5534,Q7819505,[0],[1],[0],554
5535,Q18631788,[0],[0],[0],554
5536,Q17180873,[0],[0],[0],554
5537,Q19664484,[0],[0],[0],554
5538,Q5219350,[1],[1],[0],554
5539,Q16194076,[0],[0],[0],554
5540,Q983528,[0],[1],[1],554
5541,Q23883657,[1],[0],[0],554
5542,Q16221997,[0],[1],[0],553
5543,Q6881209,[0],[0],[0],553
5544,Q7147828,[0],[1],[0],553
5545,Q16203332,[0],[1],[0],553
5546,Q507358,[0],[1],[1],553
5547,Q16738920,[0],[1],[0],552
5548,Q16728829,[1],[0],[0],552
5549,Q881301,[0],[1],[1],552
5550,Q18739224,[0],[0],[0],552
5551,Q16231505,[0],[1],[0],552
5552,Q7027555,[0],[1],[0],551
5553,Q16217413,[0],[1],[0],551
5554,Q20640938,[0],[0],[0],551
5555,Q5053023,[1],[0],[0],551
5556,Q16185681,[0],[0],[0],551
5557,Q56274180,[1],[1],[1],551
5558,Q18684057,[1],[1],[0],550
5559,Q16887094,[1],[1],[0],550
5560,Q292936,[1],[0],[0],550
5561,Q16730868,[1],[0],[0],550
5562,Q1795292,[1],[1],[0],550
5563,Q16194258,[1],[0],[0],549
5564,Q6768157,[0],[0],[0],548
5565,Q6244622,[0],[1],[0],548
5566,Q7326701,[0],[0],[0],548
5567,Q5108207,[0],[0],[0],548
5568,Q5044225,[1],[0],[0],548
5569,Q5213365,[0],[0],[0],548
5570,Q881318,[0],[0],[1],548
5571,Q5272706,[0],[0],[0],548
5572,Q6162483,[0],[1],[0],548
5573,Q7614605,[0],[1],[0],548
5574,Q1234572,[0],[1],[1],547
5575,Q460911,[1],[1],[0],547
5576,Q6396079,[0],[0],[0],547
5577,Q1619365,[0],[1],[1],547
5578,Q6681059,[1],[1],[0],547
5579,Q5528804,[1],[0],[0],547
5580,Q28033803,[0],[0],[0],547
5581,Q16122447,[0],[0],[0],547
5582,Q7610316,[0],[1],[0],547
5583,Q16199607,[0],[0],[0],546
5584,Q55106300,[1],[1],[0],546
5585,Q7364118,[0],[0],[0],546
5586,Q16727772,[0],[0],[0],546
5587,Q144226,[0],[0],[1],546
5588,Q20630393,[0],[1],[0],546
5589,Q6199998,[0],[0],[0],546
5590,Q4963730,[0],[1],[0],546
5591,Q6113911,[0],[0],[0],545
5592,Q2148853,[0],[0],[1],545
5593,Q18705239,[0],[0],[0],545
5594,Q888281,[0],[0],[0],545
5595,Q7968971,[0],[1],[0],545
5596,Q2277878,[0],[1],[1],545
5597,Q452392,[0],[0],[1],545
5598,Q53597700,[0],[0],[0],545
5599,Q16199453,[0],[0],[0],544
5600,Q16137325,[0],[0],[0],544
5601,Q5293281,[0],[0],[0],544
5602,Q6170696,[1],[0],[0],544
5603,Q16875137,[1],[1],[0],544
5604,Q7913689,[0],[0],[1],543
5605,Q20878172,[0],[1],[0],543
5606,Q6166866,[0],[0],[0],543
5607,Q5044227,[1],[1],[0],543
5608,Q16241715,[0],[1],[0],543
5609,Q18204840,[0],[1],[0],543
5610,Q6833303,[0],[1],[0],543
5611,Q18158753,[1],[0],[0],543
5612,Q27922623,[0],[0],[0],543
5613,Q4963975,[0],[1],[0],543
5614,Q6767783,[0],[0],[0],542
5615,Q16214126,[0],[1],[0],542
5616,Q1689170,[0],[1],[1],542
5617,Q18631468,[0],[1],[0],542
5618,Q6173781,[0],[0],[0],542
5619,Q18763591,[1],[1],[0],542
5620,Q5238807,[0],[0],[0],542
5621,Q885204,[0],[0],[1],542
5622,Q5271663,[1],[0],[0],541
5623,Q30122137,[0],[0],[0],541
5624,Q14948792,[0],[1],[0],541
5625,Q6395867,[0],[1],[0],541
5626,Q13562478,[1],[0],[0],541
5627,Q5606381,[0],[1],[0],541
5628,Q16205646,[0],[1],[0],540
5629,Q6768922,[0],[1],[0],540
5630,Q5233876,[0],[1],[0],540
5631,Q332413,[0],[0],[0],540
5632,Q16117386,[0],[1],[0],540
5633,Q5296562,[0],[1],[0],539
5634,Q4942388,[1],[1],[0],539
5635,Q5213519,[0],[1],[0],539
5636,Q6197265,[0],[1],[0],539
5637,Q5525946,[0],[1],[0],539
5638,Q7613255,[0],[1],[0],539
5639,Q20709537,[0],[0],[0],539
5640,Q4933215,[0],[0],[0],538
5641,Q6780267,[1],[1],[0],538
5642,Q6551458,[1],[0],[0],538
5643,Q7363818,[0],[0],[0],538
5644,Q27733792,[0],[0],[1],538
5645,Q4769067,[1],[1],[0],538
5646,Q5517151,[1],[1],[0],538
5647,Q8016698,[0],[0],[0],537
5648,Q16728105,[0],[0],[0],537
5649,Q13562346,[1],[1],[0],537
5650,Q7817302,[0],[0],[0],537
5651,Q5052709,[1],[0],[0],537
5652,Q6849154,[0],[1],[0],537
5653,Q16735253,[0],[0],[0],537
5654,Q4977691,[0],[1],[0],536
5655,Q14919669,[0],[0],[0],536
5656,Q145627,[0],[0],[0],535
5657,Q28823199,[0],[1],[0],535
5658,Q48784746,[0],[0],[0],535
5659,Q5214473,[0],[1],[0],535
5660,Q27049818,[0],[0],[0],535
5661,Q6369786,[1],[1],[0],534
5662,Q6548117,[1],[0],[0],534
5663,Q1404866,[0],[1],[1],534
5664,Q6271545,[0],[1],[0],534
5665,Q5335246,[0],[0],[0],534
5666,Q3436301,[0],[1],[0],534
5667,Q55314968,[0],[0],[0],534
5668,Q6847164,[0],[0],[0],533
5669,Q16123897,[0],[0],[0],533
5670,Q6779652,[1],[1],[0],533
5671,Q16193994,[0],[1],[0],533
5672,Q16196983,[0],[0],[0],532
5673,Q7704615,[0],[0],[0],532
5674,Q27063858,[0],[0],[0],532
5675,Q5361256,[0],[1],[0],532
5676,Q7703575,[1],[1],[0],532
5677,Q6777503,[0],[1],[0],532
5678,Q5596129,[0],[1],[0],531
5679,Q6498727,[1],[0],[0],531
5680,Q4347781,[0],[0],[1],531
5681,Q18206492,[0],[0],[0],531
5682,Q19519455,[0],[0],[0],531
5683,Q6780033,[1],[0],[0],531
5684,Q4706864,[0],[1],[0],530
5685,Q4927460,[1],[1],[0],530
5686,Q16197299,[0],[1],[1],530
5687,Q6208130,[0],[1],[0],530
5688,Q7493086,[1],[1],[0],530
5689,Q6195722,[0],[0],[0],530
5690,Q18684598,[1],[0],[0],529
5691,Q27662996,[0],[1],[0],529
