,liwc_Posemo,liwc_Negemo,liwc_Anx,liwc_Anger,liwc_Sad,liwc_Swear,liwc_Tentat,liwc_Certain,empath_swearing_terms,empath_science,empath_negative_emotion,empath_positive_emotion,date,time_delta,year,month
0,-5.691602767627607,5.251697371528352,2.877341733848182,6.431015853437519,-0.9389286198649454,3.6878603792127906,-3.093640074523894,-3.95472044887171,3.616163247907515,-3.1030457221083783,0.8616503041158303,-2.1669302811514797,2008-09-15,0,2008,9
1,-3.149232504605226,3.9392985164583694,7.0755401085033585,4.643956464122543,0.5048266473198213,3.690101766599712,-1.3109274560093074,-2.597117154974014,2.589782535471532,-3.5742006671206186,2.1088436363273164,-0.2684116860813682,2008-10-15,1,2008,10
2,2.377938993777075,-0.7361047816657469,2.474880070963342,0.2168160496396906,-1.6477116728029382,2.901309356082909,-0.14182538492388808,-3.4628542937779363,2.193893983657504,-4.4258804998475165,-1.010691100336059,3.023645401274483,2008-11-15,2,2008,11
3,-1.4513440906189345,0.4089335015251707,1.465144069243579,-0.06668513953916519,-0.020547099951197897,1.2156680043388304,-1.2223838356496217,-0.8212754767856582,0.7315999588024433,-1.1368994575866527,-1.3946847160126674,-1.9212043788316981,2008-12-15,3,2008,12
4,3.5908685937456157,-1.8460940142028788,1.5203009999342045,-1.4783080329306866,-1.6757760017343508,-0.3279015288481427,-0.5155422535126805,-1.0793796263438102,-0.35582066324390305,-4.827234483229677,-2.050211990213131,5.31838671352563,2009-01-15,4,2009,1
5,-2.1110235785982994,2.367871401935767,2.2905861999715205,1.4187224857017582,1.8092331907731733,3.118184502121863,-1.6250053159984121,-2.5979305208256753,3.455152044677656,-2.4560171432187605,-0.13794224590534415,0.2388548425218543,2009-02-15,5,2009,2
6,-0.37370742460134093,3.4325817868540627,1.761576784131483,3.30076571276572,1.761942607675259,1.5281568207439151,-3.5324998467069295,-2.407231308652414,2.306284291944755,4.847628117761106,0.364527105136142,-1.5490098292908185,2009-03-15,6,2009,3
7,-0.8524273269878903,5.435284664594292,4.080569321438332,6.18601051280814,1.3322748309819448,0.42288354984117293,-4.522109601120785,-1.2685808218099572,0.28296633815118427,-0.3887517014654805,-0.6565761517684534,-0.7797503919275764,2009-04-15,7,2009,4
8,1.380583388183208,5.429209179123514,6.951129841141488,5.734056711846344,0.35172843857650093,1.1064933591505328,-1.0523021696534725,-1.3817145869635101,-0.3654144653205047,-0.019261689149412172,-0.35423126051208004,0.6176237212588388,2009-05-15,8,2009,5
9,-0.7279420274922137,4.215890613110049,4.633079179680997,4.276742910642142,0.2559003454778214,-0.06525900533322254,-4.3936346889600975,-0.860983944893407,-1.0916428055837373,-2.2689457479976354,1.846565017535849,3.087477671614768,2009-06-15,9,2009,6
10,0.002684148315819734,2.0948573772522545,1.6906263571824718,2.325239724630027,-0.024130819062690264,0.43629253555600034,-2.1396232448423884,-1.6752411527969897,-0.49288722331169976,0.8211131407833868,4.7695666726201065,5.403090148797486,2009-07-15,10,2009,7
11,0.39278430416849136,3.4335193124972787,4.693786631092147,4.1530161066394085,-1.066616404780055,0.37680563164396375,-0.5362920895715254,-2.9338308953997885,0.04034098150319719,-0.4070933468254523,10.236940083295254,8.753648004492797,2009-08-15,11,2009,8
12,-1.1863329870049784,2.8378079388996182,3.1737452294913413,3.451637848197111,1.4463312166821405,0.707611933622524,-0.447703549714235,-0.6753891877598365,0.9812990321739299,0.63570371974812,5.5461134129384755,2.383902896329457,2009-09-15,12,2009,9
13,6.332988861318597,3.5575958516041335,2.2042363399764886,5.3972649123842125,0.7379949175816869,2.3434269335919278,-3.2574641506985875,-1.7724572827206604,1.4443513717971328,-1.0263040763487223,2.026958035460214,1.3627986818546518,2009-10-15,13,2009,10
14,1.2373628887888164,2.9482837218853706,4.301132415367089,3.015178442898555,1.0125753573624938,1.1028524014560723,-5.860937799632371,-1.1037569182337472,-0.01328106095986689,-0.8204943703758224,0.4054707049354566,-0.5759407296297574,2009-11-15,14,2009,11
15,0.8256253229633724,8.331430841926776,4.8709398572153155,10.546243313852413,4.401795696200985,0.7976862635790635,-5.207677305112615,0.5514418439088508,0.3327638819875286,-1.7385470112693073,2.092221103112278,-1.3746090787445782,2009-12-15,15,2009,12
16,-0.715546887663873,7.760595084805543,6.131741441117246,5.214663528267954,10.773114697388271,0.9432688732400428,-2.460824771080412,-4.968559470279191,-0.5757708036805034,-0.11583511761217184,3.76719916356022,-1.0335798673376932,2010-01-15,16,2010,1
17,-0.8553901702882456,2.6822011771502816,1.82925605053208,1.5968700374471967,2.8142755414435183,0.05928841149291845,-1.2071557463733282,-6.130753835986853,-0.5673652539510308,-0.0945020004880479,2.3397937410963867,1.4795439099182632,2010-02-15,17,2010,2
18,0.1942747811458219,2.879327067717956,2.231291919340798,2.9816815343796415,3.2626881520102557,0.8151787970906341,-4.220289085551179,-4.401295676648487,-0.13917141086231696,-1.3632823762765456,5.912341720343931,4.184439763877015,2010-03-15,18,2010,3
19,1.5306394064374107,7.639581194763546,6.916149959635805,9.09627181276056,4.013076340785958,0.07629587840500743,-4.663948452349017,-5.2671843580163324,0.3079163129895222,1.3057549764607668,1.376259848994197,-0.8119831733030529,2010-04-15,19,2010,4
20,-3.8055214998506517,4.354091006183173,2.93069464585058,4.0938334416204105,4.874105723854976,0.9548500885681558,-4.722946562516351,-3.494145720768768,0.6389812806100662,-0.43032644651956475,1.5290954885883359,-2.1487765482892347,2010-07-15,22,2010,7
